chloramine,chromium,bacteria,viruses,perchlorate,silver
0.16,0.06,0.0,0.97,0.99,0.08
0.14,0.02,0.0,0.005,1.76,0.09
0.06,0.09,0.0,0.008,1.64,0.01
0.32,0.06,0.0,0.94,4.89,0.02
0.09,0.09,0.0,0.56,0.56,0.06
0.27,0.07,0.0,0.74,0.3,0.08
0.04,0.08,0.0,0.97,1.86,0.01
0.2,0.09,0.0,0.74,0.84,0.02
0.03,0.08,0.0,0.82,5.04,0.07
0.06,0.06,0.0,0.59,0.13,0.07
0.09,0.08,0.0,0.009,0.18,0.01
0.06,0.07,0.0,0.002,5.79,0.05
0.06,0.08,0.0,0.009,2.32,0.07
0.05,0.04,0.0,0.0,1.37,0.07
0.02,0.07,0.0,0.5,2.31,0.07
0.02,0.01,0.0,0.84,2.93,0.01
0.02,0.08,0.0,0.67,3.67,0.02
0.49,0.04,0.01,0.007,0.18,0.09
0.49,0.06,0.0,0.005,3.88,0.02
0.01,0.01,0.0,0.0,11.98,0.01
0.55,0.01,0.0,0.006,3.67,0.03
0.25,0.08,0.0,0.009,0.16,0.08
0.0,0.06,0.0,0.007,0.08,0.01
0.25,0.01,0.0,0.94,2.06,0.04
0.5,0.01,0.0,0.001,4.15,0.02
0.05,0.01,0.0,0.94,4.88,0.01
0.36,0.04,0.1,0.002,2.42,0.07
0.05,0.0,0.0,0.56,5.09,0.0
0.07,0.07,0.0,0.005,10.39,0.0
0.05,0.08,0.0,0.78,8.09,0.07
0.01,0.04,0.0,0.002,1.11,0.04
0.05,0.09,0.02,0.008,0.44,0.01
0.18,0.02,0.0,0.66,2.93,0.05
0.19,0.03,0.0,0.002,5.02,0.01
0.07,0.04,0.0,0.009,6.34,0.06
0.29,0.01,0.0,0.52,1.16,0.06
0.28,0.05,0.0,0.73,11.27,0.01
0.03,0.04,0.0,0.009,0.09,0.02
0.04,0.05,0.0,0.99,4.39,0.06
0.61,0.02,0.0,0.002,5.08,0.04
0.06,0.07,0.0,0.82,1.43,0.09
0.01,0.1,0.0,0.59,0.2,0.0
0.01,0.02,0.0,0.006,0.27,0.08
0.13,0.08,0.0,0.004,2.51,0.02
0.01,0.02,0.0,0.65,1.28,0.01
0.39,0.03,0.0,0.54,0.45,0.04
0.02,0.03,0.0,1.0,5.33,0.01
0.17,0.03,0.0,0.76,3.27,0.09
0.04,0.01,0.0,0.71,0.11,0.06
0.18,0.08,0.0,0.72,0.74,0.01
0.27,0.02,0.0,0.97,0.56,0.05
0.32,0.1,0.0,0.88,9.55,0.06
0.13,0.0,0.07,0.008,2.19,0.02
0.18,0.06,0.0,0.84,8.75,0.03
0.4,0.02,0.0,0.008,4.5,0.01
0.39,0.05,0.08,0.001,0.15,0.08
0.23,0.01,0.0,0.003,3.62,0.08
0.02,0.08,0.0,0.88,0.08,0.03
0.44,0.08,0.0,0.8,0.34,0.09
0.19,0.06,0.0,0.93,5.46,0.1
0.16,0.09,0.0,0.75,0.52,0.02
0.25,0.05,0.0,0.78,4.24,0.04
0.08,0.02,0.0,0.002,0.43,0.04
0.54,0.0,0.06,0.001,3.22,0.02
0.0,0.09,0.0,0.008,3.19,0.02
0.08,0.09,0.0,0.77,2.55,0.05
0.07,0.09,0.0,0.97,0.05,0.02
0.38,0.05,0.0,0.007,2.78,0.06
0.0,0.05,0.0,0.74,2.46,0.05
0.02,0.01,0.0,0.0,0.05,0.06
0.0,0.01,0.0,0.97,0.27,0.0
0.65,0.05,0.0,0.005,4.49,0.05
0.02,0.01,0.09,0.0,2.27,0.08
0.54,0.09,0.0,0.001,3.63,0.06
0.04,0.06,0.0,0.004,1.49,0.03
0.15,0.03,0.0,0.73,1.77,0.06
0.03,0.08,0.0,0.99,1.54,0.07
0.08,0.02,0.0,0.57,2.7,0.03
0.02,0.03,0.0,0.5,2.59,0.07
0.17,0.08,0.0,0.93,7.08,0.09
0.11,0.03,0.0,0.005,0.18,0.06
0.1,0.08,0.0,0.7,5.0,0.0
0.03,0.05,0.0,0.51,0.21,0.06
0.03,0.02,0.0,0.52,0.2,0.09
0.37,0.08,0.0,0.78,1.0,0.03
0.06,0.07,0.0,0.006,8.43,0.01
0.06,0.03,0.0,0.007,3.03,0.04
0.02,0.08,0.0,0.008,0.22,0.0
0.27,0.05,0.0,0.74,0.88,0.01
0.03,0.06,0.0,0.92,5.31,0.08
0.31,0.08,0.0,0.51,3.3,0.04
0.01,0.02,0.0,0.76,8.76,0.08
0.23,0.08,0.0,0.74,2.55,0.05
0.34,0.04,0.0,0.97,9.57,0.04
0.01,0.04,0.0,0.004,0.68,0.0
0.02,0.02,0.0,0.004,4.55,0.05
0.1,0.05,0.0,0.92,0.09,0.05
0.04,0.09,0.0,0.86,0.88,0.0
0.42,0.0,0.06,0.005,4.81,0.04
0.51,0.0,0.0,0.001,3.48,0.1
0.15,0.07,0.0,0.004,5.7,0.03
0.34,0.1,0.0,0.72,2.17,0.02
0.0,0.05,0.0,0.0,3.9,0.05
0.17,0.01,0.0,0.004,3.59,0.04
0.02,0.03,0.0,0.003,0.85,0.06
0.04,0.0,0.0,0.52,10.85,0.05
0.15,0.09,0.0,0.62,2.75,0.01
0.66,0.03,0.0,0.001,2.92,0.06
0.11,0.07,0.0,0.006,1.67,0.06
0.15,0.09,0.0,0.009,2.43,0.01
0.05,0.09,0.0,0.003,10.61,0.02
0.05,0.05,0.0,0.008,5.84,0.09
0.03,0.09,0.0,0.61,0.67,0.0
0.41,0.09,0.0,0.004,4.62,0.09
0.53,0.06,0.0,0.008,0.54,0.05
0.03,0.08,0.0,0.7,1.11,0.08
0.23,0.0,0.0,0.84,10.57,0.03
0.24,0.02,0.0,0.51,13.88,0.09
0.1,0.03,0.0,0.59,3.37,0.04
0.09,0.09,0.0,0.003,6.92,0.08
0.1,0.07,0.0,0.005,2.65,0.09
0.04,0.08,0.0,0.62,3.29,0.01
0.04,0.07,0.0,0.005,1.72,0.1
0.02,0.06,0.0,0.003,6.53,0.1
0.15,0.06,0.0,0.89,0.4,0.09
0.23,0.06,0.0,0.71,3.35,0.09
0.07,0.06,0.0,0.99,3.11,0.04
0.04,0.06,0.0,0.69,0.81,0.02
0.2,0.01,0.0,0.59,2.56,0.07
0.43,0.03,0.0,0.008,4.88,0.06
0.07,0.01,0.0,0.64,2.04,0.08
0.03,0.02,0.0,0.58,0.14,0.04
0.09,0.04,0.0,0.93,4.13,0.01
0.05,0.05,0.0,0.93,10.37,0.07
0.02,0.04,0.0,0.84,2.76,0.01
0.67,0.04,0.0,0.001,0.28,0.01
0.06,0.07,0.0,0.98,0.43,0.0
0.52,0.04,0.0,0.003,2.73,0.05
0.39,0.04,0.0,0.6,0.39,0.1
0.43,0.01,0.0,0.004,8.83,0.05
0.39,0.06,0.0,0.54,1.23,0.07
0.13,0.05,0.0,0.0,4.03,0.07
0.16,0.08,0.0,0.51,5.16,0.03
0.1,0.02,0.0,0.85,8.13,0.0
0.03,0.1,0.0,0.95,10.46,0.07
0.05,0.09,0.0,0.82,0.98,0.08
0.09,0.01,0.0,0.004,0.21,0.09
0.41,0.08,0.0,0.62,0.1,0.05
0.02,0.0,0.0,0.91,0.2,0.0
0.0,0.03,0.0,0.55,1.75,0.06
0.01,0.01,0.0,0.65,0.06,0.01
0.26,0.05,0.0,0.54,4.45,0.03
0.12,0.01,0.0,0.89,8.0,0.02
0.38,0.04,0.02,0.006,10.07,0.09
0.15,0.06,0.0,0.006,0.97,0.01
0.0,0.02,0.0,0.003,0.37,0.06
0.24,0.09,0.0,0.79,0.3,0.05
0.17,0.09,0.0,0.56,1.36,0.06
0.24,0.02,0.0,0.9,2.58,0.04
0.57,0.02,0.0,0.003,6.81,0.09
0.02,0.01,0.0,0.002,2.84,0.09
0.01,0.03,0.0,0.53,2.21,0.08
0.02,0.03,0.0,0.008,0.32,0.08
0.01,0.04,0.0,0.001,0.38,0.02
0.09,0.0,0.01,0.004,8.53,0.07
0.14,0.1,0.0,1.0,5.34,0.09
0.02,0.0,0.0,0.63,4.42,0.01
0.48,0.06,0.0,0.002,6.9,0.05
0.03,0.07,0.04,0.007,1.83,0.08
0.18,0.04,0.0,0.005,2.81,0.02
0.12,0.08,0.0,0.72,0.88,0.01
0.36,0.1,0.0,0.004,8.13,0.02
0.19,0.07,0.0,0.77,1.53,0.01
0.01,0.04,0.0,0.62,1.1,0.01
0.59,0.07,0.0,0.005,2.37,0.03
0.15,0.05,0.0,0.98,1.01,0.02
0.04,0.04,0.01,0.008,1.33,0.06
0.02,0.04,0.0,0.52,3.24,0.09
0.16,0.04,0.0,0.68,0.43,0.03
0.34,0.09,0.0,0.57,2.95,0.07
0.1,0.05,0.0,0.74,8.31,0.06
0.04,0.02,0.0,0.82,10.77,0.09
0.07,0.1,0.0,0.83,2.06,0.02
0.29,0.04,0.0,0.009,4.59,0.01
0.12,0.07,0.0,0.81,2.13,0.09
0.13,0.05,0.0,0.008,2.56,0.02
0.09,0.01,0.0,0.61,0.11,0.02
0.44,0.1,0.0,0.007,1.19,0.08
0.06,0.07,0.0,0.009,4.15,0.08
0.35,0.02,0.0,0.87,2.66,0.06
0.09,0.09,0.0,0.003,0.31,0.1
0.08,0.04,0.0,0.74,0.66,0.06
0.09,0.02,0.0,0.8,6.51,0.01
0.01,0.07,0.0,0.6,1.3,0.04
0.07,0.07,0.0,0.002,2.0,0.01
0.08,0.02,0.0,0.7,0.23,0.06
0.04,0.09,0.0,0.96,8.06,0.03
0.04,0.03,0.0,0.002,2.62,0.05
0.07,0.03,0.04,0.007,3.3,0.07
0.05,0.03,0.0,0.008,0.31,0.1
0.47,0.08,0.0,0.68,6.94,0.03
0.48,0.1,0.0,0.75,7.39,0.09
0.46,0.08,0.07,0.001,4.65,0.01
0.02,0.07,0.0,0.68,1.67,0.06
0.08,0.08,0.0,0.0,0.4,0.0
0.17,0.07,0.0,0.61,4.42,0.01
0.13,0.01,0.09,0.005,0.37,0.05
0.1,0.08,0.0,0.93,1.57,0.1
0.27,0.0,0.0,0.008,2.39,0.03
0.09,0.08,0.0,0.76,7.86,0.05
0.45,0.01,0.0,0.003,0.77,0.09
0.17,0.07,0.0,0.006,1.51,0.05
0.01,0.01,0.0,0.005,6.28,0.01
0.08,0.08,0.0,0.006,5.13,0.07
0.05,0.02,0.0,0.005,3.21,0.0
0.02,0.05,0.0,0.007,2.35,0.05
0.44,0.05,0.0,0.64,0.03,0.04
0.29,0.03,0.0,0.72,1.68,0.08
0.32,0.06,0.0,0.005,4.61,0.03
0.06,0.03,0.0,0.005,0.45,0.03
0.19,0.05,0.0,0.54,4.62,0.04
0.09,0.04,0.0,0.52,0.08,0.04
0.02,0.01,0.0,0.57,7.54,0.06
0.5,0.01,0.0,0.76,2.03,0.0
0.29,0.05,0.0,0.0,0.45,0.01
0.01,0.06,0.0,0.84,8.69,0.05
0.04,0.02,0.0,0.003,2.73,0.02
0.21,0.01,0.0,0.78,0.31,0.09
0.49,0.05,0.1,0.005,0.52,0.09
0.21,0.06,0.0,0.81,3.07,0.03
0.32,0.09,0.0,0.005,0.03,0.1
0.04,0.01,0.0,0.007,0.71,0.09
0.01,0.08,0.0,0.9,7.59,0.01
0.46,0.01,0.0,0.009,1.43,0.06
0.14,0.03,0.0,0.97,5.4,0.04
0.01,0.1,0.0,0.007,1.52,0.01
0.06,0.05,0.0,0.66,6.6,0.04
0.08,0.01,0.0,0.69,1.85,0.1
0.13,0.09,0.0,0.5,1.33,0.0
0.3,0.0,0.0,0.59,0.13,0.01
0.16,0.0,0.0,0.007,10.15,0.06
0.04,0.05,0.0,0.004,0.22,0.09
0.06,0.04,0.0,0.98,1.26,0.03
0.12,0.06,0.0,0.001,1.18,0.03
0.26,0.05,0.0,0.002,4.38,0.05
0.02,0.05,0.0,0.89,0.41,0.09
0.28,0.09,0.0,0.68,1.1,0.09
0.4,0.1,0.0,0.77,1.51,0.03
0.09,0.02,0.0,0.58,6.11,0.07
0.25,0.09,0.07,0.008,10.19,0.07
0.04,0.04,0.0,0.004,7.07,0.08
0.04,0.05,0.0,0.8,0.11,0.02
0.49,0.07,0.04,0.0,1.39,0.03
0.05,0.05,0.0,0.7,4.55,0.02
0.2,0.07,0.0,0.72,1.94,0.06
0.17,0.03,0.0,0.6,9.95,0.02
0.05,0.03,0.0,0.008,2.63,0.07
0.11,0.08,0.0,0.93,5.08,0.07
0.15,0.06,0.0,0.81,2.54,0.04
0.26,0.02,0.0,0.002,4.64,0.05
0.06,0.01,0.0,0.67,0.74,0.03
0.0,0.04,0.08,0.006,2.86,0.05
0.04,0.0,0.0,0.003,4.28,0.01
0.46,0.08,0.0,0.84,1.04,0.06
0.02,0.05,0.0,0.95,1.63,0.05
0.06,0.04,0.0,0.69,2.65,0.01
0.06,0.07,0.05,0.008,8.68,0.01
0.68,0.05,0.0,0.88,3.07,0.0
0.31,0.06,0.0,0.63,1.81,0.1
0.16,0.08,0.0,0.95,6.04,0.04
0.07,0.01,0.0,0.001,3.74,0.02
0.05,0.08,0.0,0.007,0.32,0.03
0.01,0.1,0.0,0.61,10.15,0.07
0.0,0.06,0.0,0.001,0.08,0.07
0.57,0.1,0.0,0.64,4.23,0.09
0.08,0.08,0.0,0.63,7.63,0.08
0.08,0.08,0.0,0.75,2.83,0.02
0.06,0.05,0.04,0.007,0.89,0.04
0.26,0.07,0.0,0.001,4.94,0.02
0.01,0.09,0.0,0.6,2.05,0.06
0.12,0.04,0.0,0.82,0.43,0.02
0.25,0.02,0.0,0.61,0.31,0.0
0.27,0.08,0.0,0.006,3.26,0.08
0.07,0.04,0.0,0.001,11.08,0.08
0.07,0.05,0.0,0.92,6.94,0.1
0.12,0.02,0.0,0.002,0.3,0.03
0.06,0.09,0.05,0.004,0.05,0.01
0.06,0.08,0.0,0.65,11.45,0.07
0.1,0.0,0.08,0.001,1.35,0.01
0.02,0.08,0.04,0.001,9.84,0.0
0.09,0.03,0.0,0.006,0.03,0.02
0.02,0.04,0.0,0.002,5.97,0.02
0.02,0.09,0.0,0.007,2.38,0.01
0.05,0.07,0.0,0.006,2.13,0.08
0.24,0.02,0.0,0.92,1.24,0.02
0.12,0.08,0.0,0.003,11.65,0.01
0.23,0.06,0.0,0.62,2.0,0.08
0.1,0.04,0.0,0.004,10.51,0.07
0.01,0.02,0.0,0.001,0.3,0.0
0.27,0.02,0.0,0.62,0.05,0.07
0.05,0.0,0.0,0.006,9.72,0.06
0.34,0.07,0.0,0.007,5.45,0.04
0.02,0.03,0.07,0.007,6.7,0.02
0.28,0.08,0.0,0.63,2.36,0.01
0.52,0.05,0.0,0.008,2.53,0.05
0.01,0.04,0.0,0.8,0.04,0.09
0.07,0.01,0.0,0.0,6.11,0.03
0.02,0.03,0.0,0.67,9.8,0.05
0.08,0.04,0.0,0.007,2.29,0.04
0.05,0.05,0.0,0.007,3.5,0.04
0.16,0.1,0.02,0.004,5.07,0.03
0.35,0.01,0.0,0.009,1.72,0.01
0.48,0.09,0.0,0.73,4.86,0.08
0.06,0.06,0.0,0.89,4.16,0.04
0.05,0.09,0.0,0.008,3.7,0.08
0.09,0.1,0.0,0.008,1.59,0.08
0.07,0.02,0.0,0.005,2.08,0.09
0.09,0.08,0.0,0.001,3.11,0.07
0.12,0.02,0.0,0.85,2.61,0.08
0.02,0.05,0.0,0.0,0.44,0.0
0.39,0.07,0.0,0.0,0.15,0.04
0.54,0.08,0.0,0.8,0.5,0.06
0.03,0.07,0.0,0.001,3.35,0.08
0.09,0.03,0.0,0.99,1.82,0.03
0.16,0.06,0.0,0.006,1.68,0.05
0.31,0.03,0.0,0.002,0.89,0.08
0.08,0.09,0.0,0.002,0.17,0.09
0.09,0.09,0.0,0.009,1.24,0.08
0.19,0.05,0.0,0.66,0.02,0.05
0.26,0.05,0.0,0.0,10.29,0.01
0.06,0.06,0.0,0.63,6.32,0.06
0.06,0.05,0.0,0.0,2.97,0.09
0.24,0.09,0.0,0.65,6.15,0.01
0.07,0.03,0.05,0.003,0.7,0.02
0.48,0.05,0.0,0.71,3.86,0.1
0.06,0.08,0.0,0.001,3.51,0.04
0.1,0.07,0.0,0.67,10.04,0.04
0.09,0.1,0.0,0.007,5.97,0.1
0.04,0.02,0.0,0.005,0.43,0.01
0.06,0.05,0.0,0.002,1.29,0.08
0.29,0.0,0.0,0.83,0.42,0.07
0.2,0.06,0.04,0.008,2.06,0.05
0.07,0.04,0.0,0.52,3.61,0.03
0.08,0.04,0.0,0.91,2.23,0.02
0.1,0.04,0.0,0.7,3.1,0.01
0.07,0.05,0.0,0.009,1.86,0.09
0.12,0.06,0.0,0.001,0.13,0.01
0.3,0.01,0.0,0.89,4.81,0.05
0.08,0.05,0.0,0.85,7.8,0.07
0.07,0.08,0.0,0.75,2.44,0.03
0.09,0.01,0.0,0.99,0.04,0.09
0.49,0.04,0.0,0.92,1.55,0.04
0.03,0.06,0.0,0.58,4.42,0.07
0.04,0.08,0.0,0.8,0.11,0.02
0.7,0.08,0.0,0.56,8.9,0.03
0.29,0.07,0.0,0.96,0.11,0.07
0.31,0.07,0.0,0.007,6.53,0.1
0.09,0.01,0.0,0.002,4.01,0.0
0.04,0.08,0.0,0.002,1.74,0.04
0.3,0.04,0.0,0.69,0.39,0.04
0.09,0.04,0.08,0.006,0.02,0.01
0.07,0.01,0.0,0.008,0.77,0.06
0.02,0.08,0.0,0.77,1.83,0.01
0.36,0.08,0.0,0.005,3.99,0.06
0.1,0.03,0.0,0.006,8.13,0.07
0.05,0.0,0.0,0.8,8.3,0.03
0.17,0.05,0.0,0.002,0.25,0.05
0.0,0.1,0.0,0.75,0.2,0.06
0.08,0.09,0.0,0.006,5.21,0.03
0.05,0.0,0.0,0.004,6.94,0.07
0.16,0.09,0.0,0.003,7.89,0.04
0.19,0.04,0.0,0.63,3.56,0.01
0.15,0.08,0.0,0.86,4.76,0.04
0.15,0.07,0.0,0.003,5.17,0.08
0.19,0.07,0.0,0.001,7.63,0.09
0.04,0.0,0.0,0.008,3.26,0.01
0.0,0.09,0.0,0.002,7.95,0.09
0.01,0.08,0.08,0.007,4.66,0.02
0.11,0.07,0.0,0.002,1.83,0.03
0.0,0.07,0.0,0.004,3.71,0.09
0.42,0.0,0.0,0.67,1.29,0.1
0.05,0.08,0.05,0.001,0.1,0.08
0.08,0.05,0.0,0.77,2.41,0.05
0.02,0.08,0.0,0.007,0.75,0.05
0.61,0.08,0.06,0.008,0.11,0.06
0.56,0.01,0.0,0.58,5.95,0.09
0.24,0.02,0.0,0.79,7.48,0.03
0.12,0.06,0.0,0.84,0.1,0.09
0.06,0.02,0.0,0.007,5.27,0.06
0.01,0.05,0.0,0.0,5.61,0.02
0.02,0.05,0.0,0.77,0.25,0.08
0.0,0.07,0.0,0.98,2.61,0.05
0.0,0.07,0.05,0.008,0.38,0.07
0.42,0.01,0.0,0.008,2.11,0.01
0.19,0.06,0.0,0.002,0.81,0.05
0.25,0.08,0.0,0.74,1.27,0.01
0.19,0.01,0.0,0.76,0.2,0.1
0.15,0.02,0.06,0.004,3.77,0.1
0.21,0.07,0.0,0.51,0.32,0.0
0.01,0.05,0.0,0.65,3.79,0.08
0.0,0.05,0.0,0.72,0.02,0.06
0.05,0.09,0.0,0.006,7.42,0.0
0.07,0.02,0.0,0.52,4.29,0.0
0.15,0.02,0.05,0.004,5.77,0.09
0.09,0.09,0.07,0.008,2.64,0.04
0.0,0.05,0.0,0.79,1.94,0.08
0.16,0.08,0.0,0.53,3.32,0.1
0.09,0.07,0.0,0.004,0.14,0.05
0.12,0.08,0.0,0.007,1.36,0.06
0.21,0.01,0.0,0.008,5.03,0.07
0.05,0.01,0.0,0.83,13.08,0.02
0.5,0.05,0.1,0.008,0.01,0.04
0.38,0.1,0.0,0.53,0.32,0.02
0.27,0.1,0.0,0.007,6.56,0.09
0.02,0.04,0.0,0.004,1.09,0.05
0.59,0.0,0.0,0.002,11.84,0.05
0.48,0.05,0.0,0.96,2.16,0.01
0.03,0.06,0.0,0.006,6.39,0.05
0.0,0.01,0.0,0.64,1.1,0.02
0.51,0.03,0.0,0.76,0.32,0.1
0.05,0.08,0.0,0.57,6.03,0.01
0.45,0.01,0.0,0.79,1.51,0.04
0.1,0.02,0.0,0.82,0.92,0.02
0.14,0.0,0.0,0.86,0.0,0.08
0.02,0.06,0.0,0.58,6.75,0.08
0.07,0.08,0.0,0.87,2.01,0.05
0.19,0.02,0.0,0.7,3.5,0.05
0.02,0.06,0.0,0.55,2.71,0.03
0.1,0.09,0.0,0.006,8.66,0.02
0.07,0.06,0.0,0.006,2.2,0.07
0.32,0.08,0.0,0.75,5.15,0.03
0.38,0.1,0.0,0.51,5.77,0.03
0.27,0.06,0.0,1.0,0.21,0.08
0.28,0.1,0.0,0.006,0.09,0.08
0.14,0.1,0.0,0.0,1.14,0.09
0.52,0.08,0.0,0.58,3.78,0.04
0.31,0.06,0.0,0.51,0.16,0.03
0.09,0.03,0.0,0.001,3.45,0.03
0.04,0.07,0.0,0.67,7.49,0.09
0.07,0.09,0.0,0.82,3.42,0.01
0.07,0.06,0.09,0.005,7.52,0.03
0.37,0.05,0.0,0.53,3.33,0.09
0.17,0.04,0.0,0.65,6.11,0.07
0.01,0.09,0.0,0.75,5.06,0.01
0.03,0.05,0.0,0.009,10.96,0.02
0.1,0.08,0.0,0.008,7.07,0.09
0.32,0.06,0.0,0.7,0.02,0.08
0.07,0.03,0.0,0.78,1.94,0.01
0.01,0.07,0.0,0.75,9.19,0.02
0.02,0.04,0.02,0.0,13.59,0.01
0.03,0.08,0.0,0.57,1.56,0.02
0.15,0.06,0.0,0.55,1.6,0.1
0.04,0.08,0.09,0.008,0.34,0.06
0.19,0.08,0.0,0.82,2.17,0.04
0.12,0.06,0.0,0.003,1.53,0.09
0.17,0.0,0.0,0.76,3.34,0.04
0.32,0.04,0.08,0.008,0.21,0.06
0.15,0.05,0.04,0.003,1.76,0.07
0.16,0.05,0.0,0.003,0.29,0.08
0.17,0.07,0.0,0.005,10.49,0.04
0.05,0.03,0.0,0.61,6.12,0.04
0.24,0.07,0.1,0.001,0.66,0.09
0.04,0.0,0.0,0.62,0.5,0.0
0.27,0.0,0.0,0.71,8.77,0.01
0.12,0.08,0.0,0.003,7.65,0.01
0.07,0.04,0.0,0.96,0.91,0.04
0.03,0.06,0.0,0.5,2.69,0.08
0.14,0.03,0.0,0.5,0.24,0.07
0.07,0.08,0.0,0.5,8.18,0.0
0.4,0.09,0.0,0.006,9.89,0.07
0.09,0.05,0.0,0.006,4.27,0.1
0.09,0.03,0.07,0.006,1.75,0.08
0.29,0.01,0.0,0.59,8.05,0.03
0.18,0.06,0.0,0.79,3.89,0.06
0.04,0.08,0.0,1.0,0.1,0.01
0.59,0.05,0.0,0.005,0.02,0.08
0.02,0.01,0.0,0.004,2.56,0.03
0.07,0.03,0.0,0.78,2.15,0.02
0.03,0.06,0.0,0.001,2.76,0.01
0.26,0.05,0.0,0.008,0.67,0.06
0.04,0.07,0.0,0.98,1.07,0.01
0.18,0.05,0.0,0.87,3.19,0.0
0.1,0.09,0.0,0.004,10.85,0.02
0.15,0.02,0.0,0.83,2.65,0.1
0.17,0.05,0.07,0.008,2.63,0.0
0.08,0.07,0.0,0.003,8.93,0.07
0.09,0.06,0.0,0.51,2.73,0.09
0.58,0.01,0.0,0.004,1.24,0.09
0.34,0.05,0.0,0.009,0.4,0.04
0.08,0.09,0.09,0.006,6.99,0.09
0.24,0.07,0.0,0.69,2.9,0.04
0.12,0.06,0.0,0.52,7.17,0.03
0.29,0.03,0.0,0.68,4.27,0.06
0.01,0.07,0.01,0.0,2.7,0.02
0.02,0.07,0.0,0.73,1.43,0.03
0.17,0.06,0.0,0.005,1.28,0.09
0.72,0.06,0.0,0.003,0.21,0.04
0.39,0.06,0.0,0.79,4.49,0.02
0.02,0.06,0.0,0.8,0.13,0.05
0.12,0.08,0.07,0.005,0.57,0.06
0.03,0.09,0.0,0.7,5.25,0.01
0.56,0.1,0.0,0.61,8.77,0.04
0.07,0.06,0.0,0.001,0.29,0.0
0.34,0.06,0.0,0.003,3.82,0.04
0.12,0.04,0.0,0.004,0.15,0.02
0.07,0.06,0.0,0.67,10.86,0.02
0.17,0.03,0.05,0.003,5.17,0.06
0.06,0.04,0.0,0.92,6.96,0.06
0.18,0.06,0.0,0.007,2.88,0.09
0.17,0.04,0.0,0.006,0.22,0.01
0.47,0.08,0.0,1.0,11.88,0.03
0.5,0.02,0.0,0.004,5.18,0.05
0.06,0.07,0.0,0.58,5.33,0.09
0.09,0.06,0.0,0.005,2.94,0.09
0.07,0.0,0.0,0.74,2.75,0.09
0.01,0.03,0.0,0.72,6.75,0.04
0.28,0.1,0.08,0.001,4.41,0.01
0.49,0.02,0.0,0.001,2.4,0.03
0.15,0.03,0.02,0.002,1.94,0.01
0.3,0.06,0.0,0.58,0.81,0.01
0.05,0.03,0.0,0.56,5.78,0.08
0.01,0.08,0.0,0.003,5.54,0.07
0.19,0.06,0.0,0.7,4.65,0.08
0.02,0.01,0.0,0.007,3.27,0.06
0.03,0.09,0.09,0.008,10.09,0.0
0.37,0.0,0.0,0.007,0.49,0.0
0.04,0.1,0.0,0.93,1.4,0.01
0.16,0.03,0.0,0.75,3.55,0.03
0.06,0.02,0.0,0.007,0.25,0.03
0.02,0.08,0.0,0.72,5.36,0.02
0.32,0.02,0.0,0.004,4.56,0.07
0.16,0.03,0.0,0.001,1.28,0.03
0.05,0.05,0.0,0.85,3.18,0.03
0.12,0.09,0.0,0.76,8.76,0.08
0.1,0.03,0.0,0.77,0.03,0.1
0.32,0.08,0.0,0.66,0.23,0.05
0.05,0.06,0.0,0.003,5.7,0.07
0.08,0.01,0.0,0.001,4.47,0.06
0.14,0.02,0.0,0.008,3.27,0.1
0.49,0.07,0.0,0.82,1.08,0.03
0.42,0.03,0.0,0.6,3.97,0.03
0.1,0.01,0.0,0.98,4.42,0.1
0.06,0.02,0.0,0.003,0.07,0.01
0.68,0.05,0.0,0.007,4.78,0.09
0.39,0.03,0.0,0.89,10.96,0.04
0.49,0.02,0.0,0.006,0.24,0.01
0.0,0.06,0.0,0.79,3.69,0.06
0.04,0.01,0.0,0.73,3.78,0.02
0.09,0.09,0.0,0.91,6.23,0.09
0.09,0.08,0.0,0.51,4.43,0.07
0.22,0.01,0.0,0.51,0.05,0.1
0.44,0.03,0.0,0.99,0.05,0.07
0.54,0.02,0.0,0.004,0.35,0.08
0.22,0.07,0.1,0.002,7.84,0.09
0.06,0.07,0.0,0.008,0.1,0.08
0.01,0.05,0.0,0.001,3.31,0.01
0.08,0.03,0.0,0.97,3.4,0.08
0.02,0.06,0.0,0.003,5.59,0.02
0.6,0.09,0.0,0.61,0.22,0.02
0.48,0.01,0.0,0.87,0.62,0.02
0.37,0.08,0.08,0.005,4.08,0.04
0.06,0.05,0.0,0.92,0.47,0.1
0.45,0.02,0.0,0.74,0.88,0.04
0.04,0.02,0.05,0.008,0.34,0.02
0.14,0.05,0.0,1.0,2.71,0.06
0.32,0.08,0.0,0.002,6.53,0.01
0.01,0.02,0.0,0.005,0.09,0.06
0.4,0.09,0.0,0.002,6.82,0.07
0.05,0.03,0.0,0.5,10.61,0.02
0.1,0.1,0.0,0.008,3.84,0.02
0.38,0.01,0.0,0.83,0.33,0.08
0.09,0.05,0.0,0.66,3.11,0.05
0.14,0.03,0.0,0.63,6.18,0.02
0.0,0.02,0.0,0.003,7.81,0.08
0.2,0.08,0.0,0.006,3.63,0.05
0.47,0.06,0.0,0.93,3.24,0.09
0.29,0.06,0.0,0.99,3.66,0.09
0.03,0.03,0.0,0.008,3.42,0.05
0.18,0.05,0.0,0.004,0.01,0.08
0.07,0.02,0.0,0.0,1.96,0.09
0.52,0.03,0.1,0.001,12.07,0.04
0.39,0.04,0.0,0.93,2.14,0.03
